category,top_keys
科技,"[('奧迪', 18), ('Apple', 12), ('台積電', 11), ('Cybertruck', 10), ('中華電信', 9), ('NASA', 9), ('Audi', 9), ('中央社', 8), ('McAfee', 8), ('Mercedes-Benz', 7), ('亞太電信', 6), ('廣達', 6), ('山葉', 6), ('米其林', 6), ('momo購物網', 5), ('遠傳', 5), ('特斯拉', 5), ('NetApp', 5), ('LG ', 5), ('遠傳電信', 4), ('法新社', 4), ('華為', 4), ('Curtis Brubaker', 4), ('myfone', 4), ('本田', 4), ('Aptera', 4), ('中研院', 4), ('Pizza', 4), ('達美樂', 4), ('OPPO', 3), ('三星電子', 3), ('Sony', 3), ('美國國家航空暨太空總署', 3), ('保時捷', 3), ('SpaceX', 3), ('Check Point', 3), ('宏碁', 3), ('中共', 3), ('LINE Bank', 3), ('7-ELEVEN', 3), ('REvil', 3), ('Honda', 3), ('三立新聞網', 3), ('HUAWEI品牌店', 3), ('HUAWEI MatePad', 3), ('燦坤/順發', 3), ('Paradigm', 3), ('MODEL Y', 3), ('時捷', 3), ('Einride', 3), ('出版局', 3), ('Canon', 3), ('ICE MONSTER', 2), ('神腦', 2), ('HTC宏達電', 2), ('台德誼數位門市', 2), ('世界華人工商婦女企管協會', 2), ('大洛杉磯分會', 2), ('特斯拉Model Y', 2), ('奧斯頓馬丁高知特F1車隊', 2), ('NetApp ', 2), ('Tesla', 2), ('Kia', 2), ('美國海軍', 2), ('康是美', 2), ('Google', 2), ('Samir Sadikhov', 2), ('Box', 2), ('中華電信網路門市', 2), ('LG', 2), ('蘋果公司', 2), ('仁寶', 2), ('蘋果', 2), ('AirTag', 2), ('愛馬仕', 2), ('BBC', 2), ('LINE Pay', 2), ('衛生福利部', 2), ('LINE Pay ', 2), ('台灣子公司', 2), ('美國財政部', 2), ('Neuralink', 2), ('Einride Pod', 2), ('奇美家電', 2), ('中共中央宣傳部', 2), ('Restore Fund基金', 2), ('Nuro R2 Pizza', 2), ('美樂Nuro R2 Pizza', 2), ('十銓科技', 2), ('SpaceNews', 2), ('高雄市政府新聞局', 2), ('日藥本舖', 2), ('杏一', 2), ('GM', 2), ('G Master', 2), ('台灣索尼', 2), ('HTC', 1), ('Apple TV ', 1), ('台灣大哥大', 1), ('伊萊克斯', 1), ('Chanel香奈兒', 1), ('Yahoo', 1), ('Etmall東森購物', 1), ('奇摩購物中心', 1), ('Samsung Taiwan Facebook', 1), ('三星電視', 1), ('▲遠傳電信', 1), ('遠傳FriDay購物', 1), ('德誼數位Data Express', 1), ('vivo', 1), ('勝博殿', 1), ('燦坤', 1), ('宏達電', 1), ('Google Play', 1), ('美國電腦安全軟體公司', 1), ('富豪', 1), ('美國國家航空暨太空總署（NASA）噴射推進實驗室', 1), ('台北經濟文化', 1), ('華興育幼院', 1), ('建國中學', 1), ('洛杉磯僑教中心', 1), ('國立清華大學', 1), ('Nissan Design America', 1), ('Nissan加州設計公司', 1), ('▲奧迪A6 e-tron Sportback', 1), ('PPE', 1), ('特F1車隊', 1), ('NASDAQ: NTAP', 1), ('Aston Martin Cognizant Formula One)', 1), ('中央社佛州甘迺迪太空中心', 1), ('美國太空探索科技公司', 1), ('ISS', 1), ('特斯拉公司', 1), ('佛州甘迺迪太空中心', 1), ('Check Point ', 1), ('三星', 1), ('▲華', 1), ('海軍', 1), ('百度百科', 1), ('百度', 1), ('洛克希德·馬丁公司', 1), ('洛克希德', 1), ('國家利益', 1), ('美國海空軍', 1), ('空軍', 1), ('美國海軍陸戰隊', 1), ('洛克希德公司', 1), ('遠傳friDay', 1), ('Yahoo奇摩購物中心', 1), ('senaonline神腦', 1), ('realme', 1), ('PChome24h購物POCO旗艦館', 1), ('PChome 24h購物', 1), ('MiTCH時尚選貨電商', 1), ('蝦皮商城', 1), ('曙光', 1), ('POCO官網', 1), ('夢時代', 1), ('星巴克', 1), ('FamilyMart', 1), ('路透社', 1), ('華府', 1), ('國際傳真社', 1), ('Interfax', 1), ('中科院', 1), ('聯邦太空總署', 1), ('5a 5G', 1), ('福斯汽車', 1), ('ASKA公司', 1), ('台灣電信', 1), ('Apple Watch', 1), ('台灣愛普生科技股份有限公司', 1), ('Epson', 1), ('教育部', 1), ('五星飯店', 1), ('台澎', 1), ('駭客團體', 1), ('戴爾', 1), ('Compal）', 1), ('HP', 1), ('俄羅斯電信', 1), ('民眾黨', 1), ('FedEX', 1), ('Lenovo', 1), ('聯想', 1), ('，特斯拉', 1), ('Q4 e-tron', 1), ('Model Y', 1), ('福斯', 1), ('本田CONNECT', 1), ('HR-V', 1), ('微軟', 1), ('精英', 1), ('英華達', 1), ('高通', 1), ('華碩', 1), ('台北市電腦商業同業公會', 1), ('HUAWEI M-Pencil', 1), ('Pony', 1), ('Hyundai', 1)]"
政治,"[('國民黨', 52), ('民進黨', 49), ('中共', 35), ('外交部', 31), ('台鐵', 29), ('立法院', 25), ('行政院長', 16), ('美麗島電子報', 16), ('原能會', 16), ('行政院', 14), ('AIT', 13), ('內政部', 12), ('中央', 11), ('台灣核電廠', 10), ('國民黨團', 10), ('國會', 9), ('美軍', 9), ('法務部', 9), ('立院', 9), ('教育部', 8), ('交通部', 8), ('共軍', 8), ('經濟部', 8), ('台北市長', 7), ('日本自衛隊', 7), ('台鐵局', 7), ('國防部', 6), ('國安局', 6), ('衛福部', 6), ('政府', 5), ('台電', 5), ('中廣', 5), ('司法院', 5), ('后里醫院', 5), ('交通部長', 5), ('台北捷運局', 5), ('台大醫院', 5), ('外交部長', 4), ('海南艦', 4), ('國民黨中常會', 4), ('央視', 4), ('衛福部長', 4), ('福島核電廠', 4), ('鐵道局', 4), ('美國在台協會', 4), ('總統府', 4), ('CIA', 3), ('三立新聞網', 3), ('中央社', 3), ('國防委員會', 3), ('畢肯市場研究公司', 3), ('中常會', 3), ('可口可樂', 3), ('澳洲國防部長', 3), ('審計部', 3), ('民進黨團', 3), ('解放軍', 3), ('南華日報', 3), ('聯邦政府', 3), ('王國材', 3), ('美國中央情報局', 2), ('勞動部', 2), ('福益', 2), ('台灣隊', 2), ('新華網', 2), ('中國解放軍', 2), ('PSG', 2), ('Unified', 2), ('中國國台辦', 2), ('國台辦', 2), ('台灣國家聯盟', 2), ('北市府', 2), ('北市府民政局長', 2), ('國安局長', 2), ('人民日報', 2), ('新北市長', 2), ('豐原醫院', 2), ('長照中心', 2), ('南部戰區海軍', 2), ('海委會', 2), ('民進黨籍', 2), ('黨內', 2), ('自衛隊', 2), ('國民黨國際事務部', 2), ('臺北捷運', 2), ('華盛頓時報', 2), ('環團', 2), ('文化部長', 2), ('共同社', 2), ('台電公司', 2), ('氣象局', 2), ('副總工程師司', 2), ('政院', 2), ('財政部', 2), ('法廣', 2), ('新興民族文化基金會', 2), ('行政院會', 1), ('成功大學外國語文學系', 1), ('全國教師工會總聯合會', 1), ('文化委員會', 1), ('教育局', 1), ('新竹中學', 1), ('教育及文化委員會', 1), ('立法院教育及文化委員會', 1), ('台北市三民國中雙語實驗課程學校', 1), ('文藻外語大學', 1), ('媽祖海巡', 1), ('國防外交委員會', 1), ('新加坡交通部長', 1), ('日經新聞', 1), ('東京電視台', 1), ('國防部長', 1), ('美國國會', 1), ('美國國家情報總監辦公室', 1), ('中國共產黨', 1), ('電子報', 1), ('ODNI', 1), ('文化大學景觀系', 1), ('台大城鄉研究所', 1), ('林右昌國小', 1), ('基隆高中', 1), ('中常委', 1), ('PSG）', 1), ('BYG', 1), ('PSG Talon Esports', 1), ('英雄聯盟', 1), ('中國台灣網', 1), ('中國外交部長', 1), ('CFR', 1), ('陸委會', 1), ('中國外交部', 1), ('美國對外關係委員會', 1), ('社會局', 1), ('台灣科技大學', 1), ('央視國防軍事頻道', 1), ('央視軍事頻道', 1), ('國防', 1), ('澳洲國防軍', 1), ('水利署', 1), ('國民黨籍司法及法制委員會', 1), ('立法院司法及法制委員會', 1), ('主計總處', 1), ('財政委員會', 1), ('台糖公司', 1), ('立法院衛環委員會', 1), ('衛環委員會', 1), ('海巡署長', 1), ('立院外交國防委員會', 1), ('國軍', 1), ('外交國防委員會', 1), ('內政部建築研究所', 1), ('城市大學', 1), ('中國廣核集團', 1), ('台中市環保局', 1), ('香港城市大學', 1), ('核四', 1), ('行政院原子能委員會', 1), ('國際原子能總署（IAEA', 1), ('警政署', 1), ('立法院內政委員會', 1), ('國家海洋研究院', 1), ('海洋保育署', 1), ('海洋委員會', 1), ('新華社', 1), ('共產', 1), ('鄭在布局', 1), ('麻豆新樓醫院', 1), ('市政府', 1), ('捷運公司', 1), ('交通局長', 1), ('中國軍隊', 1), ('美國軍隊', 1), ('共機', 1), ('中捷公司', 1), ('清華大學原科院', 1), ('民主治理學院', 1), ('韓家軍', 1), ('青平台基金會', 1), ('拜登IG', 1), ('解放軍海軍', 1), ('微博', 1), ('海南號', 1), ('東京電力控股有限公司', 1), ('促進黨', 1), ('中華大學', 1), ('新北市府', 1), ('維多利亞州教育部門', 1), ('商報', 1), ('澳洲外交部長', 1), ('台南市長', 1), ('捷運團隊', 1), ('台北市政府', 1), ('國發會', 1), ('▲政院', 1), ('工程會', 1), ('國產署', 1), ('AIT）', 1), ('行政部會', 1), ('台中捷運公司', 1), ('北捷', 1)]"
社會,"[('台鐵', 18), ('三立新聞網', 15), ('雲科大', 7), ('水利局', 5), ('勞檢處', 5), ('台新金控', 4), ('台中地院', 4), ('新北市消防局', 3), ('華航', 3), ('豐原醫院', 3), ('台北地檢署', 3), ('北捷', 3), ('南水局', 3), ('普悠瑪', 3), ('新北地檢署', 2), ('台中地檢署', 2), ('台新', 2), ('台新金控總部', 2), ('台銀', 2), ('大安警分局', 2), ('台北市警局刑事鑑識中心', 2), ('新莊分局', 2), ('最高院', 2), ('新北地院', 2), ('台北市交通大隊', 2), ('特斯拉', 2), ('東海大學', 2), ('新北市勞動檢查處', 2), ('國防部', 2), ('高市九曲派出所', 2), ('宏仁醫院', 2), ('▲林口分局', 1), ('新北市林口警分局', 1), ('北市新光醫院', 1), ('立法院', 1), ('新莊分局偵查隊', 1), ('衛福部', 1), ('台中市消防局', 1), ('北市交通大隊', 1), ('中央社', 1), ('士林地檢署', 1), ('養護中心', 1), ('▲內湖非法照護中心', 1), ('維基百科', 1), ('空巴', 1), ('中正', 1), ('大安警分局安和派出所', 1), ('新金控', 1), ('輔大', 1), ('野保學會', 1), ('台中高分院', 1), ('台中高等法院', 1), ('ETtoday新聞雲', 1), ('衛生福利部', 1), ('北市衛生局', 1), ('台北市衛生局', 1), ('衛生局', 1), ('衛生署', 1), ('高雄市衛生局', 1), ('文青手搖飲品牌', 1), ('日月潭氣象站', 1), ('新北地檢依', 1), ('新莊警分局', 1), ('台北市警中正二警分局', 1), ('仁愛警分局勤務中心', 1), ('虎尾科技大學', 1), ('防疫所', 1), ('雲科大汪汪社', 1), ('雲林科技大學', 1), ('苗栗地檢署', 1), ('頭份分局', 1), ('最高法院', 1), ('高院', 1), ('▲北市交通大隊', 1), ('交通大隊', 1), ('內湖分局', 1), ('市府', 1), ('市府水利局', 1), ('水利署', 1), ('馬偕醫院', 1), ('台大醫院', 1), ('桃園醫院', 1), ('聖保祿醫院', 1), ('新北市勞檢局', 1), ('路易莎', 1), ('路易莎咖啡', 1), ('彰化警分局', 1), ('高市文化局', 1), ('國軍', 1), ('陸軍台東地區指揮部', 1), ('台東地院', 1), ('新北市勞檢處', 1), ('路易莎咖啡三重麵包中央工廠', 1), ('台鐵得', 1), ('台鐵局', 1), ('第二大隊', 1), ('苓雅分局', 1), ('高雄地檢署', 1), ('氣象局', 1), ('爆廢公社', 1), ('清馨居家護理所', 1), ('虹暘營造公司', 1), ('鐵路警察局花蓮分局', 1), ('鐵路警察局新竹分駐所', 1), ('Ettoday', 1), ('台中清水分局', 1), ('分局', 1), ('桃園地檢署', 1), ('興國派出所', 1), ('中壢警分局', 1)]"
生活,"[('衛生單位', 83), ('防疫旅館', 48), ('檢疫所', 18), ('公布案', 14), ('IKEA敦北店', 12), ('華航', 12), ('好市多', 11), ('三立新聞網', 11), ('教育部', 10), ('IKEA', 10), ('指揮中心', 9), ('台積電', 8), ('台電', 7), ('Honda', 7), ('麥當勞', 7), ('百度', 6), ('亞太電信', 6), ('中央社', 6), ('Costco', 6), ('台灣頭痛學會', 5), ('國民黨', 5), ('臺灣觀光學院', 5), ('Land Rover', 4), ('戶政事務所', 4), ('北市民政局長', 4), ('外交部', 4), ('Fabia', 4), ('埃及團', 4), ('華航航空公司', 4), ('衛生局', 4), ('瓦城泰統集團', 4), ('內政部', 3), ('北市府', 3), ('牛聯合國', 3), ('Nissan USA Youtube', 3), ('明倫社會', 3), ('奧捷旅遊團', 3), ('敦睦艦隊', 3), ('武德宮', 3), ('福益', 2), ('ICE MONSTER', 2), ('神腦', 2), ('OPPO', 2), ('三星電子', 2), ('HTC宏達電', 2), ('遠傳電信', 2), ('遠傳', 2), ('台德誼數位門市', 2), ('Apple', 2), ('內湖店', 2), ('世界衛生組織', 2), ('第四河川局', 2), ('高鐵公司', 2), ('台灣高鐵', 2), ('歐盟', 2), ('新加坡交通部長', 2), ('和春技術學院', 2), ('福斯集團', 2), ('台北萬豪酒店', 2), ('氣象局', 2), ('1111人力銀行', 2), ('PSG', 2), ('Unified', 2), ('Hiroyuki Terada', 2), ('YouTube－Nissan USA', 2), ('明倫社', 2), ('台灣護理學會', 2), ('北市府民政局長', 2), ('IHR National Focal Point)', 2), ('奧捷團', 2), ('疾管署', 2), ('中央', 2), ('王品集團', 2), ('劍湖山渡假大飯店', 2), ('劍湖山', 2), ('百度百科', 1), ('菲國礦業大廠', 1), ('Pixabay', 1), ('成功大學外國語文學系', 1), ('全國教師工會總聯合會', 1), ('文化委員會', 1), ('教育局', 1), ('新竹中學', 1), ('民進黨', 1), ('教育及文化委員會', 1), ('立法院教育及文化委員會', 1), ('台北市三民國中雙語實驗課程學校', 1), ('文藻外語大學', 1), ('行政院', 1), ('媽祖海巡', 1), (' Range Rover Evoque ', 1), ('New Land Rover Defender', 1), ('Top Gear', 1), ('Land Rover Defender', 1), ('Range Rover Velar ', 1), ('Jaguar Land Rover Taiwan', 1), ('World Car Awards', 1), ('HTC', 1), ('Apple TV ', 1), ('中華電信', 1), ('momo購物網', 1), ('台灣大哥大', 1), ('伊萊克斯', 1), ('Chanel香奈兒', 1), ('Yahoo', 1), ('Etmall東森購物', 1), ('奇摩購物中心', 1), ('Samsung Taiwan Facebook', 1), ('三星電視', 1), ('Sony', 1), ('▲遠傳電信', 1), ('遠傳FriDay購物', 1), ('德誼數位Data Express', 1), ('vivo', 1), ('勝博殿', 1), ('燦坤', 1), ('宏達電', 1), ('今晚報', 1), ('敦化國中', 1), ('IKEA內湖店', 1), ('宜家家居）', 1), ('敦北店', 1), ('IKEA會員卡', 1), ('瀟湘晨報', 1), ('湖南省第二人民醫院藥學部', 1), ('北投戶政事務所', 1), ('民政局', 1), ('南航', 1), ('高鐵', 1), ('Jazz', 1), ('本田', 1), ('Honda官網', 1), ('交通部', 1), ('政府', 1), ('台中私立幼兒園', 1), ('林鐵處', 1), ('稻江技術學院', 1), ('臺灣觀光經營管理專科學校', 1), ('精鍾商專', 1), ('威秀', 1), ('Global Mall環球購物中心', 1), ('威秀影城粉絲團', 1), ('爆怨公社', 1), ('文化大學景觀系', 1), ('台大城鄉研究所', 1), ('林右昌國小', 1), ('基隆高中', 1), ('維基百科', 1), ('空巴', 1), ('中正', 1), ('Škoda官網', 1), ('奧迪', 1), ('Škoda', 1), ('福斯Polo', 1), ('大陸中心', 1), ('肉多多集團', 1), ('台灣觀光局', 1), ('Joie', 1), ('中央氣象局', 1), ('天氣風險管理開發公司', 1), ('美國中情局', 1), ('CIA', 1), ('PSG）', 1), ('BYG', 1), ('PSG Talon Esports', 1), ('英雄聯盟', 1), ('Nissan美國分公司', 1), ('Terada', 1), ('立陽開發', 1), ('原昕建設', 1), ('台北知名蛋糕店', 1), ('新巨集團', 1), ('明倫', 1), ('高雄法院', 1), ('台北市立聯合醫院全觀心理健康中心', 1), ('國家衛生研究院', 1), ('護理師公會全聯會', 1), ('中華民國護理師公會全聯會', 1), ('國衛院', 1), ('Buffet', 1), ('居家檢疫', 1), ('彰化縣衛生局', 1), ('美國自助旅遊團', 1), ('322師大', 1), ('實踐大學', 1), ('埃及團群聚)指揮中心', 1), ('土耳其團', 1), ('後送醫院', 1), ('中研院', 1), ('觀光局', 1), ('防疫', 1), ('IHR', 1), ('國際衛生條例國家對口單位', 1), ('中央流行疫情指揮中心', 1), ('259', 1), ('耳鼻喉科', 1), ('社會局', 1), ('台灣科技大學', 1), ('勞動部', 1), ('台中地院', 1)]"
健康,"[('衛生單位', 340), ('防疫旅館', 185), ('華航', 133), ('檢疫所', 72), ('公布案', 56), ('指揮中心', 56), ('中央流行疫情指揮中心', 42), ('三立新聞網', 39), ('衛生局', 22), ('埃及團', 16), ('敦睦艦隊', 16), ('奧捷旅遊團', 12), ('疾管署', 12), ('IHR National Focal Point)', 8), ('奧捷團', 8), ('北市衛生局', 7), ('輝瑞', 7), ('外交部', 7), ('台科大', 6), ('華航航空公司', 5), ('農委會', 5), ('居家檢疫', 4), ('彰化縣衛生局', 4), ('美國自助旅遊團', 4), ('322師大', 4), ('實踐大學', 4), ('埃及團群聚)指揮中心', 4), ('土耳其團', 4), ('後送醫院', 4), ('中研院', 4), ('觀光局', 4), ('防疫', 4), ('IHR', 4), ('國際衛生條例國家對口單位', 4), ('259', 4), ('耳鼻喉科', 4), ('中華航空公司', 4), ('台北市衛生局', 4), ('▲指揮中心', 4), ('COVAX', 4), ('衛福部', 3), ('民航局', 3), ('中化', 3), ('世界衛生組織', 2), ('北市萬華區上佳水果有限公司', 2), ('台北市政府衛生局', 2), ('國泰醫院心臟電生理學科', 2), ('國際處', 2), ('台灣事實查核中心', 2), ('屏東衛生局', 2), ('醫療應變組', 2), ('衛福部疾管署', 2), ('輝瑞／BNT', 2), ('賽諾菲', 2), ('洽藥廠', 2), ('政府', 2), ('衛福部長', 2), ('國健署', 2), ('台大兒童醫院', 2), ('台北報導指揮中心', 2), ('全聯', 2), ('嘉義基督教醫院', 2), ('ETtoday', 2), ('瀟湘晨報', 1), ('湖南省第二人民醫院藥學部', 1), ('台北市立聯合醫院', 1), ('仁愛院區', 1), ('。▲指揮中心', 1), ('中央', 1), ('Pixabay', 1), ('日指揮中心', 1), ('台北農產運銷股份有限公司', 1), ('松德精神科診所諮商心理師', 1), ('中華人事主管協會', 1), ('東吳大學', 1), ('全聯會', 1), ('三峽恩主公醫院', 1), ('長安醫院', 1), ('彰化基督教醫院胃腸肝膽科', 1), ('彰化醫院', 1), ('彰化醫院泌尿科', 1), ('衛福部彰化醫院腎臟內科', 1), ('▲台科大', 1), ('學務處', 1), ('因應疫情指揮中心', 1), ('教務處', 1), ('農委會水產試驗所水產加工組', 1), ('農委會水產試驗所水產養殖組', 1), ('行政院農業委員會', 1), ('台灣大學生態學與演化生物學研究所', 1), ('林口長庚', 1), ('台北榮總', 1), ('台灣胃腸神經與蠕動學會', 1), ('北榮內視鏡中心', 1), ('雙和醫院神經內科', 1), ('土城醫院神經內科', 1), ('大千綜合醫院外科部', 1), ('中心醫療應變組', 1), ('桃機公司', 1), ('部立桃園醫院', 1), ('桃醫', 1), ('華航空公司', 1), ('指揮中心醫療應變組', 1), ('▲指揮中心醫療應變組', 1), ('機師職業工會', 1), ('牛津AZ', 1), ('中央流行疫情指揮中心疫情監測組', 1), ('▲醫療應變組', 1), ('英國衛生部', 1), ('LANCET', 1), ('今（25）日指揮中心', 1), ('居檢處', 1), ('AZ', 1), ('COVID-19 AstraZeneca', 1), ('▲莫德納', 1), ('▲衛福部長', 1), ('中央社', 1), ('巴國外交部', 1), ('Bharat Biotech', 1), ('巴拉圭外交部', 1), ('巴拉特生物科技公司', 1), ('中國附醫感染管制中心', 1), ('中國醫藥大學附設醫院感染管制中心', 1), ('衛福部傳染病防治醫療網中區', 1), ('新浪新聞', 1), ('亞東醫院', 1), ('4大師團', 1), ('內華航', 1), ('TFC台北婦產科生殖中心', 1), ('台北婦產科', 1), ('立院衛環會', 1), ('台北婦產科診所生殖中心', 1), ('CIA', 1), ('馬偕醫院', 1), ('內政部', 1), ('TFC', 1), ('婦產部', 1), ('世界骨質疏鬆基金會', 1), ('台灣骨科創傷醫學會', 1), ('成大醫學院骨科部', 1), ('松柏復健科診所', 1), ('EMS', 1), ('台南市立醫院', 1), ('桃園衛生局', 1), ('衛福部化粧品GMP', 1), ('莫德納', 1), ('安排機', 1), ('美國FDA', 1), ('搜狐', 1), ('奉疾管局', 1), ('中央疫情指揮中心', 1), ('▲華航', 1), ('嘉義基督教醫院外科', 1)]"
國際,"[('中央社', 31), ('中共', 26), ('三立新聞網', 16), ('美聯社', 15), ('美軍', 10), ('支聯會', 10), ('民進黨', 9), ('McAfee', 8), ('路透社', 7), ('國民黨', 7), ('外交部', 6), ('共軍', 6), ('印尼海軍', 6), ('美團', 5), ('歐盟', 5), ('央視', 4), ('澳洲國防部長', 4), ('阿里巴巴', 4), ('百度', 4), ('海南艦', 4), ('法新社', 4), ('日本自衛隊', 4), ('澳洲國防軍', 4), ('國安局', 4), ('白宮', 4), ('國會', 4), ('政府', 3), ('印度血清研究所', 3), ('世界衛生組織', 3), ('民航局', 3), ('大陸中心', 3), ('可口可樂', 3), ('清華大學', 3), ('解放軍', 3), ('衛福部', 3), ('微博', 2), ('日本放送協會', 2), ('中國報', 2), ('巴拉特生物科技國際公司', 2), ('莫迪政府', 2), ('AstraZeneca', 2), ('衛生部', 2), ('唯品會', 2), ('Johns Hopkins University', 2), ('印度時報', 2), ('美國約翰霍普金斯大學', 2), ('印度快報', 2), ('國防部', 2), ('中國解放軍', 2), ('PSG', 2), ('Unified', 2), ('中國國台辦', 2), ('國台辦', 2), ('台灣國家聯盟', 2), ('國安局長', 2), ('人民日報', 2), ('春霖職業培訓學校', 2), ('新華社', 2), ('中央疫情指揮中心', 2), ('中國中央氣象台', 2), ('網易新聞', 2), ('國防委員會', 2), ('南華日報', 2), ('立法院', 2), ('立院', 2), ('香港支聯會', 2), ('原能會', 2), ('福島核電廠', 2), ('自衛隊', 2), ('國民黨國際事務部', 2), ('華盛頓時報', 2), ('哈蒂柏醫院', 2), ('中國國藥集團', 2), ('華盛頓郵報', 2), ('朝日電視台', 2), ('瑞士公共衛生局', 2), ('香港衛生署', 2), ('科興', 2), ('錢江晚報', 2), ('中國海關總署', 1), ('BBC', 1), ('中文網', 1), ('Pexels', 1), ('澳洲軍方', 1), ('英國廣播公司', 1), ('Lowy Institute for International Policy）', 1), ('棉廠', 1), ('國立社會保障暨人口問題研究所', 1), ('NHK）', 1), ('維基百科', 1), ('英軍', 1), ('皇家海軍', 1), ('美國海軍', 1), ('NHK', 1), ('台灣網', 1), ('安琪兒ANGEL HSU', 1), ('國家公園局', 1), ('阿斯特捷利康公司', 1), ('莫德納', 1), ('Moderna）', 1), ('Pfizer）', 1), ('聯邦政府', 1), ('Bharat Biotech', 1), ('Johnson & Johnson）', 1), ('商務部', 1), ('嬌生', 1), ('Serum Institute）', 1), ('中國國家市場監督管理總局', 1), ('江蘇省淮安市中級人民法院', 1), ('▲美團', 1), ('騰訊', 1), ('浙江省金華市中級人民法院', 1), ('中國國家市場監管局', 1), ('EU Commission', 1), ('Gilead', 1), ('remdesivir', 1), ('歐洲聯盟執行委員會', 1), ('吉立亞醫藥公司', 1), ('今晚報', 1), ('德里高等法院', 1), ('世界資源研究所', 1), ('紐約時報', 1), ('Bhopal', 1), ('World Resources Institute', 1), ('麥克斯醫療網絡（Max Healthcare）', 1), ('美國國務院', 1), ('瀟湘晨報', 1), ('湖南省第二人民醫院藥學部', 1), ('TASS', 1), ('俄羅斯外交部', 1), ('塔斯社', 1), ('南航', 1), ('新浪新聞', 1), ('日經新聞', 1), ('東京電視台', 1), ('Google', 1), ('藏傳佛教', 1), ('北京建築大學', 1), ('Civil Aviation Authority of Thailand）', 1), ('武漢中心醫院', 1), ('泰國民航局', 1), ('Pixabay', 1), ('新加坡交通部長', 1), ('台灣觀光局', 1), ('PSG）', 1), ('BYG', 1), ('PSG Talon Esports', 1), ('英雄聯盟', 1), ('中國台灣網', 1), ('新華網', 1), ('斐濟衛生部', 1), ('中國外交部長', 1), ('CFR', 1), ('陸委會', 1), ('中國外交部', 1), ('美國對外關係委員會', 1), ('央視國防軍事頻道', 1), ('央視軍事頻道', 1), ('百度百科', 1), ('TVB', 1), ('寶麗金', 1), ('Google Play', 1), ('美國電腦安全軟體公司', 1), ('國防', 1), ('中新網', 1), ('中國氣象局', 1), ('大阪某大學', 1), ('日媒', 1), ('朝日新聞', 1), ('中國清大', 1), ('清大', 1), ('清華', 1), ('三溫暖中心', 1), ('北大', 1), ('南部戰區海軍', 1), ('海巡署長', 1), ('立院外交國防委員會', 1), ('國軍', 1), ('外交國防委員會', 1), ('海委會', 1), ('川普政府', 1), ('三立iNews', 1), ('緬甸時報', 1), ('國際中心', 1), ('Insert Live', 1), ('IG', 1), ('外交部長', 1), ('泛民', 1), ('中共國家知識產權局', 1), ('丁真公司', 1), ('中國國務院', 1), ('國家知識產權局', 1), ('共產', 1), ('中國軍隊', 1), ('美國軍隊', 1), ('內政部', 1), ('Human Rights Commission', 1), ('醫院', 1), ('約翰霍普金斯大學', 1), ('Sinopharm', 1)]"
