category,top_keys
科技,"[('台積電', 31), ('中華電信', 23), ('奧迪', 18), ('Google', 17), ('中央社', 16), ('Apple', 15), ('蘋果', 13), ('特斯拉', 11), ('遠傳電信', 10), ('LG', 10), ('Facebook', 10), ('Cybertruck', 10), ('Audi', 9), ('遠傳', 9), ('法新社', 8), ('微軟', 8), ('DEVCORE', 8), ('三星', 7), ('華為', 7), ('中共', 7), ('LG ', 7), ('Mercedes-Benz', 7), ('三立新聞網', 7), ('華碩', 7), ('米其林', 7), ('小米集團', 7), ('台康生技', 7), ('LINE MOBILE', 7), ('LG電子', 7), ('廣達', 6), ('山葉', 6), ('微博', 6), ('白宮', 6), ('vivo', 6), ('TikTok', 6), ('小米', 6), ('NetApp', 5), ('LINE Bank', 5), ('Hyundai', 5), ('Sony', 5), ('S.T', 5), ('瑞薩', 5), ('保時捷', 4), ('SpaceX', 4), ('NASA', 4), ('momo購物網', 4), ('Curtis Brubaker', 4), ('myfone', 4), ('蘋果公司', 4), ('本田', 4), ('Aptera', 4), ('衛生福利部', 4), ('中研院', 4), ('Pizza', 4), ('達美樂', 4), ('台灣索尼', 4), ('Sony ', 4), ('台鐵', 4), ('Disney', 4), ('綠茵集團', 4), ('Twitter', 4), ('印地安重機', 4), ('漢光生技公司', 4), ('YouTube', 4), ('鋐維公司', 4), ('工研院', 4), ('台灣展翅協會', 4), ('FAST', 4), ('騰訊', 4), ('EQS', 4), ('矽品精密', 4), ('Tesla', 3), ('OPPO', 3), ('Check Point', 3), ('宏碁', 3), ('三星電子', 3), ('美國海軍', 3), ('海軍', 3), ('7-ELEVEN', 3), ('中科院', 3), ('路透社', 3), ('REvil', 3), ('Honda', 3), ('HUAWEI MatePad', 3), ('HUAWEI品牌店', 3), ('燦坤/順發', 3), ('Paradigm', 3), ('MODEL Y', 3), ('時捷', 3), ('Einride', 3), ('出版局', 3), ('Pixabay', 3), ('Canon', 3), ('Apple ', 3), ('Sony Taiwan', 3), ('台灣三星電子', 3), ('台灣大總經理', 3), ('鏡週刊', 3), ('陽交大', 3), ('綠茵生技', 3), ('英特爾', 3), ('索尼互動娛樂', 3), ('索尼', 3), ('Arcanum', 3), ('蔡司', 3), ('Siri ', 3), ('▲雷軍', 3), ('小米公司', 3), ('Yahoo奇摩', 3), ('任天堂', 3), ('全國電子', 3), ('小米實體門市', 3), ('法雅客網路商店', 3), ('PChome24h購物小米旗艦館', 3), ('小米商城mi.com', 3), ('燦坤3C', 3), ('friDay', 3), ('亞太電信', 3), ('Counterpoint Research', 3), ('Apple Music ', 3), ('民進黨', 3), ('悠遊卡公司', 3), ('特斯拉Model Y', 2), ('NetApp ', 2), ('奧斯頓馬丁高知特F1車隊', 2), ('美國國家航空暨太空總署', 2), ('Kia', 2), ('星巴克', 2), ('康是美', 2), ('Samir Sadikhov', 2), ('Box', 2), ('中華電信網路門市', 2), ('仁寶', 2), ('AirTag', 2), ('愛馬仕', 2), ('高通', 2), ('BBC', 2), ('LINE Pay\xa0', 2), ('LINE Pay ', 2), ('LINE Pay', 2), ('台灣子公司', 2), ('美國財政部', 2), ('Neuralink', 2), ('Einride Pod', 2), ('奇美家電', 2), ('App', 2), ('央視', 2), ('中共中央宣傳部', 2), ('Restore Fund基金', 2), ('美樂Nuro R2 Pizza', 2), ('Nuro R2 Pizza', 2), ('十銓科技', 2), ('SpaceNews', 2), ('高雄市政府新聞局', 2), ('杏一', 2), ('momo', 2), ('日藥本舖', 2), ('PChome', 2), ('YouTube ', 2), ('G Master', 2), ('GM', 2), ('台北南西店', 2), ('台灣電信界', 2), ('台灣大', 2), ('Netflix', 2), ('中華電', 2), ('北榮研究團隊', 2), ('LINE', 2), ('遼寧號', 2), ('美軍', 2), ('美國FDA NDI', 2), ('IMRG車主俱樂部', 2), ('台北', 2), ('5G AIoT國際大聯盟', 2), ('中華電信業', 2), ('Reno', 2), ('中華創新發明學會', 2), (' Netflix ', 2), ('衛生福利部疾病管制署', 2), ('Kenya HARA', 2), ('LOGO', 2), ('台康生', 2), ('鋐維股份有限公司', 2), ('鴻海', 2), ('LINE Bank\xa0', 2), ('紐約時報', 2), ('樂金電子', 2), ('中國海關', 2), ('米家', 2), ('HTC', 2), ('HTC宏達電', 2), ('巴基斯坦電信總局', 2), ('警政署', 2), ('內政部', 2), ('Google ', 2), ('政府', 2), ('Renesas Electronics', 2), ('Echo', 2), ('戴夫寇爾', 2), ('微軟安全回應中心', 2)]"
全部,"[('台積電', 31), ('中華電信', 23), ('奧迪', 18), ('Google', 17), ('中央社', 16), ('Apple', 15), ('蘋果', 13), ('特斯拉', 11), ('遠傳電信', 10), ('LG', 10), ('Facebook', 10), ('Cybertruck', 10), ('Audi', 9), ('遠傳', 9), ('法新社', 8), ('微軟', 8), ('DEVCORE', 8), ('三星', 7), ('華為', 7), ('中共', 7), ('LG ', 7), ('Mercedes-Benz', 7), ('三立新聞網', 7), ('華碩', 7), ('米其林', 7), ('小米集團', 7), ('台康生技', 7), ('LINE MOBILE', 7), ('LG電子', 7), ('廣達', 6), ('山葉', 6), ('微博', 6), ('白宮', 6), ('vivo', 6), ('TikTok', 6), ('小米', 6), ('NetApp', 5), ('LINE Bank', 5), ('Hyundai', 5), ('Sony', 5), ('S.T', 5), ('瑞薩', 5), ('保時捷', 4), ('SpaceX', 4), ('NASA', 4), ('momo購物網', 4), ('Curtis Brubaker', 4), ('myfone', 4), ('蘋果公司', 4), ('本田', 4), ('Aptera', 4), ('衛生福利部', 4), ('中研院', 4), ('Pizza', 4), ('達美樂', 4), ('台灣索尼', 4), ('Sony ', 4), ('台鐵', 4), ('Disney', 4), ('綠茵集團', 4), ('Twitter', 4), ('印地安重機', 4), ('漢光生技公司', 4), ('YouTube', 4), ('鋐維公司', 4), ('工研院', 4), ('台灣展翅協會', 4), ('FAST', 4), ('騰訊', 4), ('EQS', 4), ('矽品精密', 4), ('Tesla', 3), ('OPPO', 3), ('Check Point', 3), ('宏碁', 3), ('三星電子', 3), ('美國海軍', 3), ('海軍', 3), ('7-ELEVEN', 3), ('中科院', 3), ('路透社', 3), ('REvil', 3), ('Honda', 3), ('HUAWEI MatePad', 3), ('HUAWEI品牌店', 3), ('燦坤/順發', 3), ('Paradigm', 3), ('MODEL Y', 3), ('時捷', 3), ('Einride', 3), ('出版局', 3), ('Pixabay', 3), ('Canon', 3), ('Apple ', 3), ('Sony Taiwan', 3), ('台灣三星電子', 3), ('台灣大總經理', 3), ('鏡週刊', 3), ('陽交大', 3), ('綠茵生技', 3), ('英特爾', 3), ('索尼互動娛樂', 3), ('索尼', 3), ('Arcanum', 3), ('蔡司', 3), ('Siri ', 3), ('▲雷軍', 3), ('小米公司', 3), ('Yahoo奇摩', 3), ('任天堂', 3), ('全國電子', 3), ('小米實體門市', 3), ('法雅客網路商店', 3), ('PChome24h購物小米旗艦館', 3), ('小米商城mi.com', 3), ('燦坤3C', 3), ('friDay', 3), ('亞太電信', 3), ('Counterpoint Research', 3), ('Apple Music ', 3), ('民進黨', 3), ('悠遊卡公司', 3), ('特斯拉Model Y', 2), ('NetApp ', 2), ('奧斯頓馬丁高知特F1車隊', 2), ('美國國家航空暨太空總署', 2), ('Kia', 2), ('星巴克', 2), ('康是美', 2), ('Samir Sadikhov', 2), ('Box', 2), ('中華電信網路門市', 2), ('仁寶', 2), ('AirTag', 2), ('愛馬仕', 2), ('高通', 2), ('BBC', 2), ('LINE Pay\xa0', 2), ('LINE Pay ', 2), ('LINE Pay', 2), ('台灣子公司', 2), ('美國財政部', 2), ('Neuralink', 2), ('Einride Pod', 2), ('奇美家電', 2), ('App', 2), ('央視', 2), ('中共中央宣傳部', 2), ('Restore Fund基金', 2), ('美樂Nuro R2 Pizza', 2), ('Nuro R2 Pizza', 2), ('十銓科技', 2), ('SpaceNews', 2), ('高雄市政府新聞局', 2), ('杏一', 2), ('momo', 2), ('日藥本舖', 2), ('PChome', 2), ('YouTube ', 2), ('G Master', 2), ('GM', 2), ('台北南西店', 2), ('台灣電信界', 2), ('台灣大', 2), ('Netflix', 2), ('中華電', 2), ('北榮研究團隊', 2), ('LINE', 2), ('遼寧號', 2), ('美軍', 2), ('美國FDA NDI', 2), ('IMRG車主俱樂部', 2), ('台北', 2), ('5G AIoT國際大聯盟', 2), ('中華電信業', 2), ('Reno', 2), ('中華創新發明學會', 2), (' Netflix ', 2), ('衛生福利部疾病管制署', 2), ('Kenya HARA', 2), ('LOGO', 2), ('台康生', 2), ('鋐維股份有限公司', 2), ('鴻海', 2), ('LINE Bank\xa0', 2), ('紐約時報', 2), ('樂金電子', 2), ('中國海關', 2), ('米家', 2), ('HTC', 2), ('HTC宏達電', 2), ('巴基斯坦電信總局', 2), ('警政署', 2), ('內政部', 2), ('Google ', 2), ('政府', 2), ('Renesas Electronics', 2), ('Echo', 2), ('戴夫寇爾', 2), ('微軟安全回應中心', 2)]"
